item_no,category,main_promotion,color,stars,success_indicator
780666,Hoodie,Category_Highlight,Multi-Color,3.4,top
826009,Polo-Shirt,Display_Ad_Campaign,Green,3.3,top
698206,Hoodie,Category_Highlight,Blue,3.9,top
241884,Hoodie,Catalog,Yellow,2.9,top
420079,T-Shirt,Catalog,Black,3.4,flop
202359,Polo-Shirt,Catalog,Orange,3.1,top
479055,Blouse,Display_Ad_Campaign,Yellow,4.3,top
678368,Polo-Shirt,Catalog,Yellow,4.1,top
672438,Sweatshirt,Catalog,Multi-Color,1.7,flop
371590,Polo-Shirt,Catalog,Pink,4.0,top
921604,Polo-Shirt,Display_Ad_Campaign,Yellow,5.3,flop
980699,Blouse,Category_Highlight,Blue,3.2,flop
520693,T-Shirt,Frontpage_Header,Multi-Color,4.4,top
211815,Polo-Shirt,Category_Highlight,Orange,1.8,flop
211173,Tunic,Catalog,Multi-Color,3.3,top
589321,Hoodie,Category_Highlight,Multi-Color,2.5,top
512612,Tunic,Frontpage_Header,Blue,3.5,top
498349,Tunic,Category_Highlight,Blue,4.4,top
223630,Sweatshirt,Display_Ad_Campaign,Black,4.3,top
741412,Tunic,Frontpage_Header,White,3.6,top
838671,T-Shirt,Category_Highlight,Multi-Color,1.3,flop
885436,Tunic,Frontpage_Header,Blue,3.2,top
381225,T-Shirt,Category_Highlight,Multi-Color,3.2,top
832102,T-Shirt,Frontpage_Header,Yellow,4.4,top
279217,Polo-Shirt,Category_Highlight,Blue,5.0,top
319562,Polo-Shirt,Frontpage_Header,Orange,1.8,top
384402,Polo-Shirt,Catalog,Pink,3.3,flop
366313,T-Shirt,Catalog,Red,4.4,top
247115,T-Shirt,Frontpage_Header,Yellow,3.8,top
478474,T-Shirt,Display_Ad_Campaign,Black,4.0,top
830372,T-Shirt,Catalog,Red,4.7,top
312175,T-Shirt,Catalog,Black,3.7,top
543287,Sweatshirt,Frontpage_Header,Pink,3.6,top
403436,Sweatshirt,Frontpage_Header,Pink,3.3,top
176987,T-Shirt,Frontpage_Header,Yellow,4.6,top
527539,Polo-Shirt,Category_Highlight,Red,3.9,top
819085,T-Shirt,Category_Highlight,Multi-Color,3.9,top
947835,Hoodie,Catalog,Yellow,3.0,flop
555112,Hoodie,Catalog,Red,1.4,flop
257055,Tunic,Frontpage_Header,Multi-Color,2.8,top
544819,Sweatshirt,Frontpage_Header,Yellow,3.6,top
674957,Polo-Shirt,Frontpage_Header,Green,2.7,top
259178,Sweatshirt,Catalog,Black,4.8,top
983001,Sweatshirt,Catalog,Multi-Color,2.2,flop
797460,Tunic,Frontpage_Header,Multi-Color,3.0,top
752960,Blouse,Catalog,Yellow,4.0,top
932151,Polo-Shirt,Frontpage_Header,Brown,2.8,flop
968158,Blouse,Frontpage_Header,Black,5.2,top
641109,Polo-Shirt,Category_Highlight,Red,2.9,top
940311,Blouse,Catalog,Multi-Color,1.2,flop
867433,Tunic,Catalog,Green,4.1,top
175723,Sweatshirt,Frontpage_Header,Red,4.5,top
816693,Sweatshirt,Frontpage_Header,Green,3.0,top
573149,Tunic,Category_Highlight,Multi-Color,2.9,top
960579,Polo-Shirt,Category_Highlight,Multi-Color,3.2,flop
461307,Tunic,Category_Highlight,Multi-Color,3.2,flop
948844,Tunic,Catalog,Green,2.2,flop
673093,Polo-Shirt,Frontpage_Header,Pink,2.6,flop
954118,Sweatshirt,Frontpage_Header,Pink,3.6,flop
478868,Tunic,Category_Highlight,Brown,4.5,top
503862,Hoodie,Category_Highlight,White,3.8,top
619428,Polo-Shirt,Catalog,Blue,1.9,flop
241924,Tunic,Catalog,Orange,3.9,flop
486212,Tunic,Display_Ad_Campaign,Black,2.4,flop
596749,Blouse,Category_Highlight,Yellow,3.5,flop
899436,Polo-Shirt,Category_Highlight,Multi-Color,2.5,flop
868204,T-Shirt,Catalog,Black,3.9,top
264966,Polo-Shirt,Frontpage_Header,Yellow,3.2,flop
233774,Blouse,Frontpage_Header,Red,3.5,top
785747,Blouse,Display_Ad_Campaign,Yellow,4.0,top
944527,Sweatshirt,Catalog,Red,1.5,flop
724533,Polo-Shirt,Frontpage_Header,Multi-Color,1.6,flop
337968,T-Shirt,Category_Highlight,Yellow,4.4,top
124314,Sweatshirt,Display_Ad_Campaign,Blue,4.6,top
101147,Polo-Shirt,Display_Ad_Campaign,Red,2.8,flop
321349,Blouse,Category_Highlight,Blue,2.3,flop
169913,Blouse,Frontpage_Header,Black,5.1,top
865119,Sweatshirt,Frontpage_Header,Pink,3.3,flop
418053,Polo-Shirt,Catalog,Blue,1.8,flop
410973,Polo-Shirt,Catalog,Blue,2.8,top
171798,T-Shirt,Frontpage_Header,Yellow,4.0,top
824603,T-Shirt,Frontpage_Header,Yellow,4.1,top
283579,Polo-Shirt,Category_Highlight,White,4.7,flop
221568,T-Shirt,Frontpage_Header,Multi-Color,4.4,top
171751,Polo-Shirt,Category_Highlight,Multi-Color,2.7,flop
796347,Tunic,Category_Highlight,Blue,4.9,top
555631,Hoodie,Catalog,Orange,3.8,top
288117,Polo-Shirt,Catalog,Multi-Color,2.8,flop
861472,T-Shirt,Category_Highlight,Green,4.7,top
388920,Sweatshirt,Catalog,Multi-Color,2.4,flop
705620,T-Shirt,Category_Highlight,Multi-Color,3.0,top
123684,Hoodie,Display_Ad_Campaign,Yellow,2.7,flop
945101,Blouse,Frontpage_Header,Pink,3.7,top
517394,T-Shirt,Display_Ad_Campaign,Black,3.9,top
774824,Tunic,Category_Highlight,Red,3.3,flop
578808,Tunic,Display_Ad_Campaign,Yellow,2.7,flop
272798,Hoodie,Category_Highlight,Blue,3.0,flop
537899,Blouse,Display_Ad_Campaign,Black,5.3,top
195002,Hoodie,Category_Highlight,White,3.9,top
642976,Sweatshirt,Category_Highlight,Blue,2.9,flop
849762,Polo-Shirt,Catalog,Multi-Color,2.9,flop
385763,Polo-Shirt,Catalog,Pink,3.8,top
421838,Polo-Shirt,Catalog,Orange,3.3,top
617364,Polo-Shirt,Category_Highlight,Orange,2.8,flop
849567,Hoodie,Category_Highlight,Yellow,3.6,top
257533,T-Shirt,Catalog,Black,2.6,top
664800,Blouse,Category_Highlight,Multi-Color,1.6,flop
454845,Polo-Shirt,Frontpage_Header,Yellow,2.8,flop
541865,Polo-Shirt,Frontpage_Header,Multi-Color,3.4,top
873560,Polo-Shirt,Category_Highlight,White,4.0,top
487712,Polo-Shirt,Catalog,Blue,2.7,flop
492868,T-Shirt,Category_Highlight,Multi-Color,4.1,top
517802,Tunic,Category_Highlight,Multi-Color,3.2,flop
453841,Blouse,Category_Highlight,Blue,3.0,flop
200375,Tunic,Frontpage_Header,Multi-Color,2.9,top
484714,Tunic,Category_Highlight,Brown,4.4,top
985465,Tunic,Category_Highlight,Orange,2.8,flop
844237,Hoodie,Catalog,Orange,3.0,top
137963,Sweatshirt,Category_Highlight,Red,1.4,flop
348224,Polo-Shirt,Catalog,Blue,1.5,flop
684223,T-Shirt,Category_Highlight,Multi-Color,1.7,flop
312876,Blouse,Frontpage_Header,Black,4.3,top
374579,T-Shirt,Frontpage_Header,Multi-Color,3.6,flop
818742,Tunic,Display_Ad_Campaign,Red,3.2,flop
125970,T-Shirt,Frontpage_Header,Yellow,3.5,top
832204,Sweatshirt,Category_Highlight,Orange,4.1,top
498551,Blouse,Frontpage_Header,Red,3.8,top
947681,Hoodie,Catalog,Yellow,2.9,flop
867549,Tunic,Catalog,Green,2.2,flop
871336,Sweatshirt,Display_Ad_Campaign,Black,3.3,top
699853,Hoodie,Catalog,Orange,2.5,top
270610,Tunic,Frontpage_Header,Blue,4.3,top
946621,Polo-Shirt,Frontpage_Header,Brown,3.2,flop
721205,Sweatshirt,Category_Highlight,Green,3.1,top
419847,T-Shirt,Category_Highlight,Yellow,4.4,top
627525,T-Shirt,Frontpage_Header,Multi-Color,4.8,top
469256,Hoodie,Catalog,Orange,2.7,top
604704,Tunic,Category_Highlight,Red,3.1,flop
563477,Polo-Shirt,Catalog,Orange,2.9,flop
563799,Tunic,Display_Ad_Campaign,Multi-Color,4.7,top
612633,Hoodie,Catalog,Black,5.0,top
945448,Blouse,Category_Highlight,Blue,2.1,flop
376834,Blouse,Display_Ad_Campaign,Brown,5.3,top
605482,Hoodie,Catalog,Black,4.7,top
592858,T-Shirt,Display_Ad_Campaign,Blue,4.1,top
337932,T-Shirt,Category_Highlight,Yellow,4.0,top
681982,Tunic,Frontpage_Header,Multi-Color,2.9,top
254487,T-Shirt,Display_Ad_Campaign,Blue,3.5,top
802015,Polo-Shirt,Catalog,Blue,3.1,top
183819,Hoodie,Catalog,Yellow,3.5,top
514667,T-Shirt,Frontpage_Header,Yellow,4.3,top
669583,T-Shirt,Catalog,Black,3.4,flop
766570,Hoodie,Display_Ad_Campaign,Yellow,2.7,top
216335,Tunic,Display_Ad_Campaign,Black,3.0,flop
583640,Polo-Shirt,Display_Ad_Campaign,Blue,1.9,top
717792,Tunic,Frontpage_Header,Multi-Color,2.8,top
481529,Sweatshirt,Display_Ad_Campaign,Orange,4.5,top
664370,Hoodie,Category_Highlight,Orange,3.4,top
453932,Hoodie,Category_Highlight,Brown,4.4,top
502417,Tunic,Display_Ad_Campaign,Black,3.0,flop
979535,Polo-Shirt,Catalog,Yellow,3.6,flop
831324,Tunic,Category_Highlight,Green,3.5,top
363238,Hoodie,Display_Ad_Campaign,Pink,3.3,flop
205962,Hoodie,Category_Highlight,Multi-Color,2.6,top
756422,Blouse,Category_Highlight,Blue,2.8,top
683931,Polo-Shirt,Catalog,Multi-Color,2.9,top
378887,T-Shirt,Catalog,Red,4.1,top
741577,Tunic,Frontpage_Header,Yellow,3.1,top
781638,Tunic,Display_Ad_Campaign,Brown,2.5,flop
843288,T-Shirt,Frontpage_Header,Multi-Color,4.4,top
231490,Tunic,Category_Highlight,Red,2.6,flop
650447,Polo-Shirt,Category_Highlight,Multi-Color,2.7,flop
440170,Blouse,Frontpage_Header,White,4.0,flop
948949,T-Shirt,Frontpage_Header,Multi-Color,5.0,top
624352,Sweatshirt,Catalog,Orange,3.8,top
323254,Hoodie,Catalog,Yellow,2.8,flop
904538,Tunic,Category_Highlight,Multi-Color,2.6,flop
766076,Sweatshirt,Frontpage_Header,Orange,3.6,top
964395,Hoodie,Category_Highlight,Red,1.2,top
935361,T-Shirt,Catalog,Red,1.3,flop
377643,Polo-Shirt,Display_Ad_Campaign,Yellow,4.8,flop
488394,Sweatshirt,Display_Ad_Campaign,Orange,4.8,top
540363,Polo-Shirt,Catalog,Yellow,3.2,top
544016,T-Shirt,Catalog,Multi-Color,1.3,flop
310538,Blouse,Catalog,Yellow,4.3,top
497263,Sweatshirt,Category_Highlight,Red,0.6,flop
828961,Sweatshirt,Display_Ad_Campaign,Red,2.0,flop
668261,Hoodie,Category_Highlight,Yellow,4.0,top
816966,Tunic,Display_Ad_Campaign,Black,1.9,top
825155,T-Shirt,Category_Highlight,Yellow,4.0,top
748693,Blouse,Display_Ad_Campaign,Brown,4.9,top
793892,Blouse,Frontpage_Header,Multi-Color,2.6,top
557469,Tunic,Catalog,Green,3.8,top
307169,Polo-Shirt,Catalog,Yellow,3.4,top
973511,Tunic,Category_Highlight,Green,3.5,top
421634,Sweatshirt,Display_Ad_Campaign,White,5.9,top
508674,Hoodie,Catalog,Red,1.9,flop
951594,Blouse,Frontpage_Header,Blue,4.0,top
701348,Sweatshirt,Frontpage_Header,Blue,2.5,top
445357,Blouse,Category_Highlight,Red,1.3,flop
346610,Polo-Shirt,Frontpage_Header,Brown,2.3,flop
630668,Hoodie,Catalog,Yellow,3.6,flop
748790,Blouse,Display_Ad_Campaign,Orange,4.5,top
268293,Polo-Shirt,Frontpage_Header,Red,3.5,flop
224325,Polo-Shirt,Frontpage_Header,Yellow,2.1,flop
763134,Polo-Shirt,Category_Highlight,Blue,1.8,flop
664650,Sweatshirt,Category_Highlight,Red,1.4,flop
543762,T-Shirt,Frontpage_Header,Yellow,4.2,top
407147,Polo-Shirt,Frontpage_Header,Green,3.0,flop
182693,Sweatshirt,Catalog,Pink,3.8,top
890827,Tunic,Frontpage_Header,Brown,3.9,top
729610,Polo-Shirt,Display_Ad_Campaign,Green,4.6,top
277208,Tunic,Frontpage_Header,Red,3.5,top
186269,Hoodie,Catalog,Orange,3.5,top
763723,Sweatshirt,Catalog,Multi-Color,2.0,flop
709415,Tunic,Frontpage_Header,Multi-Color,3.0,top
439310,Blouse,Display_Ad_Campaign,Brown,5.1,top
768824,Tunic,Category_Highlight,Red,3.7,flop
839432,Hoodie,Category_Highlight,Brown,4.4,top
342877,Sweatshirt,Catalog,Multi-Color,3.1,flop
966690,Tunic,Category_Highlight,Blue,3.2,top
198363,Blouse,Frontpage_Header,Blue,3.9,top
774844,Tunic,Category_Highlight,Multi-Color,3.2,top
625744,Tunic,Catalog,Multi-Color,1.8,flop
493929,Blouse,Category_Highlight,Multi-Color,3.0,top
157841,Sweatshirt,Frontpage_Header,Black,3.2,top
477759,Hoodie,Category_Highlight,Multi-Color,3.2,flop
121632,Blouse,Frontpage_Header,Multi-Color,3.7,top
315465,Sweatshirt,Catalog,Red,1.5,flop
527789,Polo-Shirt,Category_Highlight,Multi-Color,2.7,flop
687961,Blouse,Category_Highlight,Red,1.0,flop
603754,T-Shirt,Display_Ad_Campaign,Black,3.8,top
541106,Sweatshirt,Frontpage_Header,Brown,2.7,top
855314,Sweatshirt,Display_Ad_Campaign,Orange,4.8,top
931332,Tunic,Display_Ad_Campaign,Green,2.7,flop
699133,Sweatshirt,Frontpage_Header,Blue,3.5,top
867695,Polo-Shirt,Frontpage_Header,Brown,2.3,top
366711,Tunic,Display_Ad_Campaign,Black,2.8,flop
733662,Blouse,Frontpage_Header,Black,4.9,top
869112,Sweatshirt,Frontpage_Header,Orange,3.9,flop
447497,Tunic,Category_Highlight,Yellow,2.6,flop
229970,Tunic,Frontpage_Header,Blue,3.4,top
338903,Polo-Shirt,Category_Highlight,White,3.4,flop
240983,Tunic,Frontpage_Header,Brown,4.4,top
597309,Tunic,Catalog,Green,4.5,top
981006,Tunic,Category_Highlight,Yellow,1.8,flop
753118,Tunic,Frontpage_Header,Green,3.3,top
234087,Polo-Shirt,Catalog,White,2.4,flop
750070,Tunic,Frontpage_Header,Multi-Color,3.4,flop
350395,T-Shirt,Category_Highlight,Multi-Color,3.7,top
972267,Tunic,Display_Ad_Campaign,Multi-Color,4.4,top
665085,Polo-Shirt,Catalog,Yellow,5.3,top
801786,Polo-Shirt,Frontpage_Header,Yellow,2.5,flop
293444,Hoodie,Category_Highlight,Brown,3.9,top
170519,Polo-Shirt,Catalog,Blue,2.4,flop
882019,Polo-Shirt,Display_Ad_Campaign,Yellow,4.7,flop
906052,Blouse,Display_Ad_Campaign,White,4.3,top
289408,Tunic,Category_Highlight,Yellow,2.4,flop
945409,Tunic,Category_Highlight,Red,3.3,flop
547485,Polo-Shirt,Frontpage_Header,Brown,3.0,top
935230,Blouse,Frontpage_Header,Yellow,4.4,top
345218,Blouse,Catalog,Black,3.1,top
182476,Blouse,Frontpage_Header,Red,4.5,top
802900,Polo-Shirt,Frontpage_Header,Yellow,2.1,flop
714564,Tunic,Catalog,Multi-Color,2.9,flop
452471,Sweatshirt,Display_Ad_Campaign,Orange,4.3,top
763599,Blouse,Frontpage_Header,Blue,4.4,top
472704,Hoodie,Catalog,Green,4.0,flop
903553,Hoodie,Catalog,Green,3.3,top
493874,Hoodie,Category_Highlight,Multi-Color,3.2,flop
854433,Sweatshirt,Category_Highlight,Red,0.7,top
228572,T-Shirt,Catalog,Red,4.5,top
430981,Polo-Shirt,Frontpage_Header,Brown,1.7,flop
738263,Blouse,Frontpage_Header,Red,3.7,top
524377,Sweatshirt,Catalog,Red,2.5,flop
930782,T-Shirt,Frontpage_Header,Yellow,4.9,top
147161,Blouse,Frontpage_Header,Black,4.9,top
590465,Sweatshirt,Display_Ad_Campaign,Blue,2.8,top
799698,T-Shirt,Catalog,Red,3.9,top
113327,Sweatshirt,Catalog,Orange,3.3,top
328256,Sweatshirt,Catalog,Black,4.6,top
777202,Tunic,Catalog,Green,3.0,top
935872,Polo-Shirt,Display_Ad_Campaign,Pink,4.7,top
980887,Sweatshirt,Frontpage_Header,Pink,3.0,top
113433,Tunic,Frontpage_Header,Multi-Color,3.0,flop
168042,T-Shirt,Display_Ad_Campaign,Black,3.9,flop
513991,Sweatshirt,Category_Highlight,Orange,3.0,flop
638066,Sweatshirt,Catalog,Red,2.2,flop
616158,Tunic,Category_Highlight,Multi-Color,3.6,top
287568,Polo-Shirt,Category_Highlight,Multi-Color,3.1,flop
727730,Blouse,Catalog,Yellow,3.6,top
251935,Polo-Shirt,Frontpage_Header,Yellow,2.4,flop
843020,T-Shirt,Category_Highlight,Yellow,4.1,top
503691,Tunic,Display_Ad_Campaign,Multi-Color,3.2,flop
387432,Sweatshirt,Frontpage_Header,Green,3.0,top
485864,Sweatshirt,Display_Ad_Campaign,Orange,4.1,top
439684,Sweatshirt,Frontpage_Header,Brown,3.6,top
525952,Polo-Shirt,Catalog,Blue,1.3,flop
341334,Sweatshirt,Catalog,Multi-Color,2.1,flop
191352,Sweatshirt,Frontpage_Header,Orange,3.9,top
819517,Tunic,Display_Ad_Campaign,Green,2.4,flop
655237,Sweatshirt,Catalog,White,4.8,flop
601976,Polo-Shirt,Display_Ad_Campaign,Yellow,4.7,top
141659,Hoodie,Catalog,Green,2.7,flop
895003,Tunic,Frontpage_Header,Multi-Color,3.6,top
424249,Tunic,Frontpage_Header,Black,3.5,top
621616,Tunic,Catalog,Orange,3.4,flop
922872,Sweatshirt,Display_Ad_Campaign,Blue,3.8,top
892934,Hoodie,Category_Highlight,Blue,3.7,top
671943,Blouse,Frontpage_Header,Blue,2.5,top
923177,Tunic,Catalog,Brown,2.5,flop
213517,Hoodie,Catalog,Orange,3.3,top
875130,T-Shirt,Frontpage_Header,Yellow,3.8,top
486944,Tunic,Category_Highlight,Blue,4.9,top
421886,Tunic,Frontpage_Header,Blue,3.6,top
448852,Polo-Shirt,Catalog,Yellow,3.6,top
505639,Sweatshirt,Category_Highlight,Blue,2.4,flop
791891,Blouse,Display_Ad_Campaign,Brown,5.0,top
588828,Sweatshirt,Frontpage_Header,Blue,3.2,top
217036,Hoodie,Catalog,Orange,3.7,top
811106,Polo-Shirt,Frontpage_Header,Red,2.4,flop
338995,T-Shirt,Catalog,Yellow,3.6,top
802355,Tunic,Display_Ad_Campaign,Black,3.1,flop
642663,T-Shirt,Frontpage_Header,Pink,3.9,top
164086,Blouse,Frontpage_Header,Green,4.7,top
955677,T-Shirt,Category_Highlight,Blue,2.8,top
304720,Tunic,Category_Highlight,Green,3.4,top
127407,Tunic,Category_Highlight,Brown,4.5,top
380529,Tunic,Category_Highlight,Multi-Color,4.3,flop
873012,Polo-Shirt,Catalog,Pink,3.9,top
115148,Tunic,Frontpage_Header,Multi-Color,2.4,top
467366,T-Shirt,Category_Highlight,Green,5.3,top
976100,Tunic,Catalog,Blue,3.0,flop
850748,Polo-Shirt,Display_Ad_Campaign,Yellow,4.2,flop
941681,T-Shirt,Category_Highlight,Blue,3.4,top
618328,Blouse,Frontpage_Header,Black,4.6,top
752971,T-Shirt,Category_Highlight,Blue,3.2,top
305838,T-Shirt,Category_Highlight,White,2.4,top
829469,Sweatshirt,Display_Ad_Campaign,Orange,4.6,top
341310,Tunic,Display_Ad_Campaign,Black,2.6,flop
421121,Tunic,Display_Ad_Campaign,Black,3.0,flop
621048,Blouse,Display_Ad_Campaign,Blue,5.0,top
766589,Polo-Shirt,Catalog,Brown,3.3,top
910348,Tunic,Frontpage_Header,Green,3.9,flop
484947,Tunic,Category_Highlight,Green,3.7,top
557908,T-Shirt,Category_Highlight,Multi-Color,3.5,top
392153,Polo-Shirt,Category_Highlight,Blue,3.5,top
246314,Polo-Shirt,Frontpage_Header,Yellow,3.4,flop
649193,Blouse,Frontpage_Header,Blue,3.4,flop
697716,Tunic,Category_Highlight,Green,2.8,flop
545428,Polo-Shirt,Catalog,White,2.8,flop
282506,Blouse,Category_Highlight,Black,4.5,top
638599,Sweatshirt,Display_Ad_Campaign,Orange,4.7,flop
935738,Hoodie,Catalog,Yellow,3.0,flop
200791,Tunic,Category_Highlight,Red,2.9,flop
512447,Blouse,Display_Ad_Campaign,Blue,5.2,top
401414,Blouse,Frontpage_Header,Blue,2.4,flop
372826,Blouse,Frontpage_Header,Multi-Color,4.7,top
137392,T-Shirt,Display_Ad_Campaign,Black,3.7,top
625630,Hoodie,Frontpage_Header,Blue,3.1,top
262339,Sweatshirt,Frontpage_Header,Black,4.1,top
741932,Tunic,Display_Ad_Campaign,Multi-Color,4.0,top
344040,Sweatshirt,Category_Highlight,Pink,3.4,flop
112436,Blouse,Frontpage_Header,Multi-Color,4.6,top
464042,Blouse,Catalog,Multi-Color,1.2,flop
637360,Polo-Shirt,Catalog,Pink,3.6,top
593237,Tunic,Catalog,Yellow,3.3,top
306284,T-Shirt,Catalog,Black,4.1,top
503266,Sweatshirt,Category_Highlight,Yellow,2.9,flop
494884,T-Shirt,Catalog,Black,2.9,top
955953,Sweatshirt,Catalog,Red,1.9,flop
684915,Tunic,Frontpage_Header,Red,3.3,flop
537055,Sweatshirt,Frontpage_Header,Yellow,4.3,top
175270,Tunic,Category_Highlight,Yellow,2.5,top
903530,Hoodie,Display_Ad_Campaign,Brown,3.1,top
921471,Tunic,Category_Highlight,Blue,5.1,top
714003,Blouse,Frontpage_Header,Red,3.6,top
285149,Tunic,Frontpage_Header,Blue,2.9,top
863787,Polo-Shirt,Catalog,Orange,3.0,flop
824187,T-Shirt,Frontpage_Header,Multi-Color,4.2,top
148035,Sweatshirt,Frontpage_Header,Green,2.7,top
706693,Blouse,Frontpage_Header,White,4.5,top
140078,Sweatshirt,Display_Ad_Campaign,White,3.5,top
364487,Blouse,Display_Ad_Campaign,Brown,5.3,flop
916131,T-Shirt,Frontpage_Header,Multi-Color,4.7,top
174479,Sweatshirt,Catalog,Multi-Color,2.4,flop
892215,Hoodie,Catalog,Green,3.5,top
168206,T-Shirt,Display_Ad_Campaign,Black,3.4,top
757718,Polo-Shirt,Category_Highlight,Orange,2.6,flop
708766,Blouse,Display_Ad_Campaign,Blue,5.4,top
611077,T-Shirt,Display_Ad_Campaign,Black,4.0,top
223246,Hoodie,Catalog,Orange,3.2,top
268504,Polo-Shirt,Category_Highlight,Yellow,3.7,top
195468,Polo-Shirt,Frontpage_Header,Brown,2.4,flop
197127,T-Shirt,Display_Ad_Campaign,Black,4.1,top
667757,T-Shirt,Frontpage_Header,Yellow,4.3,top
628977,Tunic,Category_Highlight,Orange,2.4,flop
759507,Tunic,Frontpage_Header,Blue,3.2,top
430045,Sweatshirt,Display_Ad_Campaign,Orange,4.2,flop
373576,Sweatshirt,Frontpage_Header,Pink,4.0,top
258054,T-Shirt,Frontpage_Header,Yellow,4.0,top
618641,Blouse,Frontpage_Header,Red,4.3,top
709431,Hoodie,Category_Highlight,White,3.9,top
170395,Polo-Shirt,Catalog,Yellow,5.2,top
320374,Tunic,Frontpage_Header,Multi-Color,3.4,top
690620,T-Shirt,Frontpage_Header,Yellow,3.9,top
172538,T-Shirt,Frontpage_Header,Yellow,3.9,top
701647,T-Shirt,Category_Highlight,Green,4.6,top
315427,Polo-Shirt,Catalog,Blue,2.1,flop
488672,Tunic,Display_Ad_Campaign,Black,2.4,flop
391535,Polo-Shirt,Catalog,Multi-Color,3.2,top
229452,T-Shirt,Frontpage_Header,Green,4.6,top
178721,T-Shirt,Category_Highlight,Blue,3.5,top
395446,Tunic,Category_Highlight,Green,4.0,top
567796,Hoodie,Catalog,Green,3.8,top
768579,Sweatshirt,Catalog,Multi-Color,3.0,flop
354258,Sweatshirt,Catalog,Red,1.6,flop
806570,T-Shirt,Category_Highlight,Multi-Color,4.1,top
225853,Polo-Shirt,Category_Highlight,Multi-Color,3.2,flop
446318,Polo-Shirt,Catalog,Green,2.3,flop
113889,T-Shirt,Frontpage_Header,Green,5.2,top
603687,Polo-Shirt,Catalog,Yellow,4.0,top
266197,Tunic,Frontpage_Header,Yellow,2.7,flop
132642,Polo-Shirt,Category_Highlight,Blue,3.4,top
346235,T-Shirt,Catalog,Red,4.6,top
428868,Tunic,Display_Ad_Campaign,Black,3.4,flop
541817,Polo-Shirt,Category_Highlight,Red,2.6,flop
766173,Tunic,Category_Highlight,Red,3.8,flop
230457,Blouse,Frontpage_Header,Multi-Color,2.2,flop
467048,Hoodie,Display_Ad_Campaign,Green,4.6,top
913719,Blouse,Display_Ad_Campaign,Green,5.4,top
523745,T-Shirt,Frontpage_Header,Green,3.8,top
823168,Hoodie,Catalog,Green,3.8,top
531015,Blouse,Display_Ad_Campaign,Black,3.7,top
198818,T-Shirt,Frontpage_Header,Multi-Color,4.6,top
658276,Polo-Shirt,Catalog,Multi-Color,3.2,flop
910676,Hoodie,Display_Ad_Campaign,Yellow,3.3,top
651259,Sweatshirt,Catalog,Pink,3.8,top
977421,T-Shirt,Catalog,Multi-Color,1.3,flop
422306,T-Shirt,Category_Highlight,Yellow,3.4,top
203784,T-Shirt,Catalog,Black,3.8,top
343325,T-Shirt,Category_Highlight,Black,3.1,flop
444738,Polo-Shirt,Frontpage_Header,Brown,3.0,top
362628,Sweatshirt,Category_Highlight,Orange,4.2,top
189542,Polo-Shirt,Catalog,Yellow,3.4,top
279790,T-Shirt,Frontpage_Header,Multi-Color,4.9,top
548864,Blouse,Frontpage_Header,Multi-Color,2.8,flop
424298,Blouse,Catalog,Multi-Color,4.9,top
190701,T-Shirt,Category_Highlight,Multi-Color,3.4,top
659545,Tunic,Category_Highlight,Blue,4.7,top
691480,Polo-Shirt,Catalog,Blue,1.9,flop
283479,Sweatshirt,Frontpage_Header,Multi-Color,4.0,top
847281,Polo-Shirt,Catalog,Blue,1.8,flop
703378,Sweatshirt,Frontpage_Header,Yellow,3.6,top
362546,Tunic,Frontpage_Header,Green,2.8,flop
146811,Blouse,Frontpage_Header,Black,5.1,top
838391,Blouse,Display_Ad_Campaign,Blue,5.0,top
246699,Tunic,Category_Highlight,Multi-Color,3.4,top
727268,Blouse,Catalog,Black,4.7,top
935493,T-Shirt,Catalog,Red,4.5,top
862327,Polo-Shirt,Display_Ad_Campaign,Blue,2.3,top
557531,Tunic,Category_Highlight,Brown,4.7,top
746862,Tunic,Category_Highlight,Blue,5.3,top
985029,Polo-Shirt,Category_Highlight,Blue,4.2,top
125351,Tunic,Category_Highlight,Green,3.2,top
632003,Tunic,Category_Highlight,Green,3.7,flop
602084,Blouse,Frontpage_Header,Black,5.1,top
741288,T-Shirt,Category_Highlight,Multi-Color,3.4,top
539748,Sweatshirt,Catalog,Orange,4.7,top
191792,Sweatshirt,Category_Highlight,White,4.7,top
142607,Sweatshirt,Catalog,Orange,4.1,top
303990,Blouse,Catalog,Blue,5.4,flop
193859,Polo-Shirt,Catalog,White,2.1,top
877440,Tunic,Frontpage_Header,Blue,3.4,top
975284,Polo-Shirt,Category_Highlight,Black,2.0,flop
984818,Blouse,Frontpage_Header,Green,4.3,top
815710,T-Shirt,Category_Highlight,Blue,2.3,flop
332658,Tunic,Frontpage_Header,Black,3.2,top
234037,Polo-Shirt,Catalog,Yellow,3.9,top
465801,Blouse,Frontpage_Header,Multi-Color,3.0,flop
453026,Polo-Shirt,Frontpage_Header,Green,2.2,flop
382116,Blouse,Frontpage_Header,Blue,3.6,top
662507,Sweatshirt,Display_Ad_Campaign,Orange,5.0,top
923668,T-Shirt,Category_Highlight,Red,4.3,flop
270093,Blouse,Frontpage_Header,Pink,3.4,top
121114,Polo-Shirt,Frontpage_Header,White,2.3,flop
125175,T-Shirt,Catalog,Black,3.7,top
697899,Sweatshirt,Frontpage_Header,Brown,3.0,top
918275,T-Shirt,Frontpage_Header,Yellow,4.5,top
